Scientific name,Scientific name modif,English,Chinese,Chinese (Traditional),Czech,Danish,Dutch,Estonian,Finnish,French,French_modif,German,Hungarian,Italian,Japanese,Lithuanian,Norwegian,Polish,Portuguese,Russian,Slovak,Spanish,Swedish
Rhabdornis grandis,Rhabdornis grandis,Grand Rhabdornis,?????,????,brhlovec velk?,Luzonkryber,Grote Kruiper,0,0,Rhabdornis à long bec,Rhabdornis à long bec,Langschnabel-Trugbaumläufer,hosszúcs?r? barkósfakúsz,Rabdornis beccolungo,???????????,Ilgasnapis filipininis liputis,Stortreklatrer,filipi?czyk du¿y,0,???????????? ???????????? ??????,?plhá?ik dlhozob?,Rabdornis Grande,L?ngnäbbad filippinkrypare
Buphagus africanus,Buphagus africanus,Yellow-billed Oxpecker,?????,?????,klubák ?lutozob?,Guln?bbet Oksehakker,Geelsnavelossenpikker,koldnokk-pühvlilind,isoloisnokkeli,Piqueb?uf à bec jaune,Piquebœuf à bec jaune,Gelbschnabel-Madenhacker,sárgacs?r? ny?vágó,Bufaga beccogiallo,????????,Geltonsnapis buivolinis varn?nas,Gulnebboksehakker,b?kojad ¿ó?todzioby,Pica-bois-de-bico-amarelo,??????????? ?????????? ???????,k?uvá? ?ltozob?,Picabueyes Piquigualdo,Gulnäbbad oxhackare
Buphagus erythrorhynchus,Buphagus erythrorhynchus,Red-billed Oxpecker,?????,?????,klubák ?ervenozob?,R?dn?bbet Oksehakker,Roodsnavelossenpikker,punanokk-pühvlilind,loisnokkeli,Piqueb?uf à bec rouge,Piquebœuf à bec rouge,Rotschnabel-Madenhacker,vöröscs?r? ny?vágó,Bufaga beccorosso,?????????,Raudonsnapis buivolinis varn?nas,R?dnebboksehakker,b?kojad czerwonodzioby,Pica-bois-de-bico-vermelho,???????????? ?????????? ???????,k?uvá? ?ervenozob?,Picabueyes Piquirrojo,Rödnäbbad oxhackare
Neocossyphus rufus,Neocossyphus rufus,Red-tailed Ant Thrush,????,????,drozdík pralesní,R?dhalet Fluedrossel,Roodstaartlijster,punasaba-sipelgarästas,punamuurahaisrastas,Néocossyphe à queue rousse,Néocossyphe à queue rousse,Rotschwanz-Fuchsdrossel,vörösfarkú rókarigó,Tordo formichiere codarossa,???????,Rusvauodegis neokosifas,R?dhalemaurtrost,wahal cynamonowy,0,????????????? ????????? ???????????,drozdovec ?ervenochvost?,Zorzal Colirrufo,Rödstjärtad myrtrast
Neocossyphus poensis,Neocossyphus poensis,White-tailed Ant Thrush,????,????,drozdík b?loocas?,Hvidhalet Fluedrossel,Witstaartlijster,t?mmu-sipelgarästas,muurahaisrastas,Néocossyphe à queue blanche,Néocossyphe à queue blanche,Weißschwanz-Fuchsdrossel,fehérfarkú rókarigó,Tordo formichiere codabianca,??????????,Baltauodegis neokosifas,Hvithalemaurtrost,wahal bia?osterny,Pisco-formigueiro-de-cauda-branca,??????????? ????????? ???????????,drozdovec bielochvost?,Zorzal de Fernando Póo,Vitstjärtad myrtrast
Stizorhina fraseri,Stizorhina fraseri,Fraser's Rufous Thrush,?????,?????,drozdík rezav?,Kastanjebrun Fluedrossel,Frasers Kortpootlijster,kongo sipelgarästas,kongonmuurahaisrastas,Stizorhin de Fraser,Stizorhin de Fraser,Kurzlaufdrossel,rövidlábú rókarigó,Tordo pigliamosche rossiccio,???????,Freizerio strazdin? raudonuodeg?,R?dhalefluetrost,wahal rudy,Pisco-formigueiro-ruivo,???????????? ????????? ???????????,drozdovec ?koricov?,Zorzal de Fraser,Rödstjärtad flugtrast
Stizorhina finschi,Stizorhina finschi,Finsch's Rufous Thrush,????,?????,drozdík guinejsk?,Jordbrun Fluedrossel,Finsch' Kortpootlijster,ginea sipelgarästas,nigerianmuurahaisrastas,Stizorhin de Finsch,Stizorhin de Finsch,Finschdrossel,Finsch-rókarigó,Tordo pigliamosche di Finsch,??????????,Fin?o strazdin? raudonuodeg?,Hvithalefluetrost,wahal ?niady,0,????????? ??????????? ?????,drozdovec vzpriamen?,Zorzal de Finsch,Vitstjärtad flugtrast
Geokichla schistacea,Geokichla schistacea,Slaty-backed Thrush,????,????,drozd b?louch?,Tanimbardrossel,Tanimbarlijster,tanimbari maarästas,liuskekirjorastas,Grive schistacée,Grive schistacée,Weißohrdrossel,fehérfül? földirigó,Tordo dorsoardesia,????????,Tanimbarinis dirvinis strazdas,Skiferryggtrost,drozdaczek bia?ouchy,0,???????? ???????? ?????,drozd bielosluch?,Zorzal Pizarroso,Tanimbartrast
Geokichla dumasi,Geokichla dumasi,Buru Thrush,?????,?????,drozd moluck?,Molukdrossel,Molukse Lijster,buru maarästas,molukkienrastas,Grive de Dumas,Grive de Dumas,Burudrossel,malukui földirigó,Tordo di Buru,??????,Molukinis dirvinis strazdas,Burutrost,drozdaczek brunatny,0,?????????? ???????? ?????,drozd moluck?,Zorzal de Buru,Molucktrast
Geokichla joiceyi,Geokichla joiceyi,Seram Thrush,????,?????,0,Ceramdrossel,Ceramlijster,serami maarästas,0,Grive de Céram,Grive de Céram,Ceramdrossel,0,Tordo di Seram,??????,Seraminis dirvinis strazdas,Seramtrost,drozdaczek czarnopier?ny,0,0,drozd seramsk?,Zorzal de Seram,Seramtrast
Geokichla interpres,Geokichla interpres,Chestnut-capped Thrush,????,????,drozd ka?tanovohlav?,Brunrygget Drossel,Kastanjekoplijster,ruskepea-maarästas,viidakkokirjorastas,Grive de Kuhl,Grive de Kuhl,Rostkappendrossel,barnafej? földirigó,Tordo capocastano,?????????,Rudakepuris dirvinis strazdas,Brunhettetrost,drozdaczek kasztanowo?bisty,0,?????????????? ???????? ?????,drozd hnedohlav?,Zorzal Coronicastaño,Brunryggad trast
Geokichla leucolaema,Geokichla leucolaema,Enggano Thrush,?????,????????,0,Engganodrossel,Engganolijster,enggano maarästas,0,Grive d'Enggano,Grive d'Enggano,Engganodrossel,0,Tordo di Enggano,????????,Enganinis dirvinis strazdas,Engganotrost,drozdaczek atolowy,0,0,drozd plá?tikov?,Zorzal de Enggano,Engganotrast
Geokichla erythronota,Geokichla erythronota,Red-backed Thrush,????,????,drozd ?ernob?ich?,Celebesdrossel,Roodruglijster,punaselg-maarästas,celebesinkirjorastas,Grive à dos roux,Grive à dos roux,Rotrückendrossel,vöröshátú földirigó,Tordo dorsorosso,????????,Sulavesinis dirvinis strazdas,R?dryggtrost,drozdaczek zmienny,0,??????????? ???????? ?????,drozd ?ervenochrbt?,Zorzal Dorsirrojo,Rödryggad trast
Geokichla mendeni,Geokichla mendeni,Red-and-black Thrush,????,????,0,Pelengdrossel,Pelinglijster,pelengi maarästas,0,Grive de Menden,Grive de Menden,Pelengdrossel,0,Tordo rossonero,????????,Rudasis dirvinis strazdas,Hvit?retrost,drozdaczek rdzawogrzbiety,0,0,drozd ?iernokrídly,Zorzal de Peleng,Vitörad trast
Geokichla dohertyi,Geokichla dohertyi,Chestnut-backed Thrush,????,????,drozd lombock?,Sundadrossel,Soembawalijster,väikesunda maarästas,lombokinkirjorastas,Grive de Doherty,Grive de Doherty,Sumbawadrossel,szumbawai földirigó,Tordo dorsocastano,???????,Rudnugaris dirvinis strazdas,Harlekintrost,drozdaczek czarnoszyi,0,???????????????? ???????? ?????,drozd hnedochrbt?,Zorzal de Doherty,Kastanjeryggad trast
Geokichla wardii,Geokichla wardii,Pied Thrush,????,???,drozd himálajsk?,Broget Drossel,Eksterlijster,pugal-maarästas,intiankirjorastas,Grive de Ward,Grive de Ward,Elsterdrossel,szarka földirigó,Tordo bianconero,????????,Ker?asis dirvinis strazdas,Prakttrost,drozdaczek srokaty,0,????? ???????? ?????,drozd ?ierno-biely,Zorzal de Ward,Broktrast
Geokichla cinerea,Geokichla cinerea,Ashy Thrush,???,???,drozd popelav?,Filippinerdrossel,Mindorolijster,filipiini maarästas,tuhkarastas,Grive cendrée,Grive cendrée,Mindorodrossel,mindorói földirigó,Tordo cenerino,????????,Pilkasis dirvinis strazdas,Asketrost,drozdaczek pasiasty,0,????? ???????? ?????,drozd luzonsk?,Zorzal Cenizo,Filippintrast
Geokichla peronii,Geokichla peronii,Orange-sided Thrush,????,????,drozd timorsk?,Timordrossel,Timorlijster,timori maarästas,timorinrastas,Grive de Péron,Grive de Péron,Timordrossel,timori földirigó,Tordo bandarancio,????????,Timorinis dirvinis strazdas,Oransjebrysttrost,drozdaczek bia?ogard?y,0,????????? ???????? ?????,drozd ozdobn?,Zorzal de Timor,Timortrast
Geokichla citrina,Geokichla citrina,Orange-headed Thrush,????,????,drozd oran?ovohlav?,Orangedrossel,Damalijster,0,oranssirastas,Grive à tête orange,Grive à tête orange,Damadrossel,aranyfej? földirigó,Tordo testarancio,????????,Rusvagalvis dirvinis strazdas,Ravtrost,drozdaczek ognistog?owy,0,??????????????? ???????? ?????,drozd hrdzavohlav?,Zorzal Citrino,Orangetrast
Geokichla sibirica,Zoothera sibirica,Siberian Thrush,????,????,drozd tmav?,Sibirisk Drossel,Siberische Lijster,siberi rästas,siperianrastas,Grive de Sibérie,Grive de Sibérie,Schieferdrossel,szibériai földirigó,Tordo siberiano,????,Sibirinis dirvinis strazdas,Sibirtrost,drozdaczek ciemny,Tordo-siberiano,????????? ?????,drozd tmav?,Zorzal Siberiano,Sibirisk trast
Geokichla piaggiae,Geokichla piaggiae,Abyssinian Ground Thrush,????,???????,drozd v?chodoafrick?,Orangebrystet Drossel,Ethiopische Lijster,0,abessiniankirjorastas,Grive de Piaggia,Grive de Piaggia,Orangedrossel,narancsszín? földirigó,Tordo terragnolo d'Abissinia,?????????,Abisininis dirvinis strazdas,Glotrost,drozdaczek okularowy,0,?????????? ?????,drozd okuliarnat?,Zorzal Abisinio,Orangebröstad trast
Geokichla crossleyi,Geokichla crossleyi,Crossley's Ground Thrush,????,?????,drozd ?ernolící,Sortkindet Drossel,Crossleys Lijster,0,kupenkirjorastas,Grive de Crossley,Grive de Crossley,Crossleydrossel,Crossley-földirigó,Tordo terragnolo di Crossley,?????????,Kroslio dirvinis strazdas,Sotfjestrost,drozdaczek ciemnolicy,0,???????? ????? ???????,drozd tmavolíci,Zorzal de Crossley,Svartkindad trast
Geokichla gurneyi,Geokichla gurneyi,Orange Ground Thrush,????,???,drozd oran?ovoprs?,?stafrikansk Drossel,Gurneys Lijster,0,afrikankirjorastas,Grive de Gurney,Grive de Gurney,Gurneydrossel,Guerney-földirigó,Tordo terragnolo arancio,????????,Gurn?jaus dirvinis strazdas,Bantutrost,drozdaczek pomara?czowogard?y,Tordo-da-terra-laranja,????????? ?????,drozd oran?ov?,Zorzal de Gurney,Östafrikansk trast
Geokichla oberlaenderi,Geokichla oberlaenderi,Oberländer's Ground Thrush,????,???,drozd zairsk?,Congodrossel,Ruwenzorilijster,0,kongonkirjorastas,Grive d'Oberlaender,Grive d'Oberlaender,Oberländerdrossel,erdei földirigó,Tordo terragnolo di Oberländer,???????,Zairinis dirvinis strazdas,T?retrost,drozdaczek br?zowogrzbiety,0,????? ???????????,drozd zemn?,Zorzal de Oberlaender,Kongotrast
Geokichla camaronensis,Geokichla camaronensis,Black-eared Ground Thrush,????,???,drozd kamerunsk?,Sort?ret Drossel,Zwartoorlijster,0,kameruninkirjorastas,Grive du Cameroun,Grive du Cameroun,Kamerundrossel,kameruni földirigó,Tordo terragnolo guancenere,????????,Kamer?ninis dirvinis strazdas,Svart?retrost,drozdaczek czarnouchy,0,??????????? ?????,drozd kamerunsk?,Zorzal Camerunés,Svartörad trast
Geokichla princei,Geokichla princei,Grey Ground Thrush,????,????,drozd ?ernouch?,Hvidbuget Jorddrossel,Grijze Lijster,pruun-maarästas,harmaakirjorastas,Grive olivâtre,Grive olivâtre,Ghanadrossel,ghánai földirigó,Tordo terragnolo grigio,???????,Alyvinis dirvinis strazdas,Skyggetrost,drozdaczek szary,0,??????? ?????,drozd siv?,Zorzal de Ghana,Vitbukad trast
Geokichla guttata,Geokichla guttata,Spotted Ground Thrush,???,????,drozd kropenat?,Plettet Drossel,Natallijster,täpik-maarästas,helmikirjorastas,Grive tachetée,Grive tachetée,Nataldrossel,pettyes pálmarigó,Tordo terragnolo macchiato,???????,Natalinis dirvinis strazdas,Flekktrost,drozdaczek plamisty,Tordo-da-terra-malhado,?????????? ???????? ?????,drozd ?kvrnit?,Zorzal Moteado,Fläcktrast
Geokichla spiloptera,Geokichla spiloptera,Spot-winged Thrush,????,????,drozd srílansk?,Pletvinget Drossel,Vlekvleugellijster,tseiloni maarästas,srilankankirjorastas,Grive à ailes tachetées,Grive à ailes tachetées,Ceylondrossel,ceyloni földirigó,Tordo alimacchiate,????????,D?m?tasparnis dirvinis strazdas,Flekkvingetrost,drozdaczek plamoskrzyd?y,Tordo-do-ceil?o,?????????? ???????? ?????,drozd ?kvrnitokrídly,Zorzal Alimoteado,Fläckvingad trast
Zoothera heinrichi,Zoothera heinrichi,Geomalia,????,????,drozd celebesk?,Geomalia,Geomalia,0,celebesinvuorirastas,Grive des Célèbes,Grive des Célèbes,Celebesdrossel,celebeszi földirigó,Geomalia,??????????,Geomalija,Geomalia,celebesik,0,??????????? ?????,drozd celebesk?,Zorzal Terrestre de Célebes,Geomalia
Zoothera everetti,Zoothera everetti,Everett's Thrush,????,?????,drozd bornejsk?,Borneodrossel,Everetts Lijster,0,borneonkirjorastas,Grive d'Everett,Grive d'Everett,Everettdrossel,Everett-földirigó,Tordo di Everett,????????,Evereto dirvinis strazdas,Smygetrost,drozdo? rdzawopier?ny,0,??????????? ???????? ?????,drozd hnedoprs?,Zorzal de Everett,Borneotrast
Zoothera andromedae,Zoothera andromedae,Sunda Thrush,????,????,drozd indonésk?,Andromedadrossel,Andromedalijster,hallrind-kirjurästas,sundankirjorastas,Grive andromède,Grive andromède,Andromedadrossel,Androméda-földirigó,Tordo della Sonda,???????,Indonezinis dirvinis strazdas,Sundatrost,drozdo? ?uskowany,0,????????????? ???????? ?????,drozd sundsk?,Zorzal de Andrómeda,Sundatrast
Zoothera mollissima,Zoothera mollissima,Plain-backed Thrush,????,????,drozd ladn?,Mollissimadrossel,Himalyalijster,p??sa-kirjurästas,pensaskirjorastas,Grive de Hodgson,Grive de Hodgson,Felserddrossel,nepáli földirigó,Tordo dorsouniforme,????????,Himalajinis dirvinis strazdas,Nettingtrost,drozdo? ?uskobrzuchy,0,??????????? ???????? ?????,drozd horsk?,Zorzal Dorsiliso,Himalayatrast
Zoothera dixoni,Zoothera dixoni,Long-tailed Thrush,????,????,drozd dlouhoocas?,Langhalet Drossel,Langstaartlijster,händ-kirjurästas,himalajankirjorastas,Grive de Dixon,Grive de Dixon,Dixondrossel,Dixon-földirigó,Tordo codalunga,????????,Ilgauodegis dirvinis strazdas,Langhaletrost,drozdo? d?ugosterny,0,????????????? ???????? ?????,drozd dlhochvost?,Zorzal de Dixon,L?ngstjärtad trast
Zoothera aurea,Zoothera dauma,White's Thrush,????,???????????,0,Nordlig Gulddrossel,Goudlijster,0,kirjorastas,Grive dorée,Grive dorée,Sibirische Erddrossel,0,Tordo dorato,?????,0,0,drozdo? tajgowy,0,?????????? ???????? ?????,drozd tajgov?,0,Guldtrast
Zoothera major,Zoothera major,Amami Thrush,????,????,drozd anamisk?,Amamigulddrossel,Ryukyugoudlijster,amami kirjurästas,riukiunrastas,Grive d'Amami,Grive d'Amami,Erddrossel,0,Tordo di Amami,???????,0,Amamitrost,drozdo? wschodni,0,?????????? ???????? ?????,drozd vzorkovan?,Zorzal de Amami,Amamitrast
Zoothera dauma,Zoothera dauma,Scaly Thrush,????,????????,drozd pestr?,Gulddrossel,Oostelijke Goudlijster,kirjurästas,suomurastas,Grive dama,Grive dama,Himalajaerddrossel,himalájai földirigó,Tordo squamato,??????????,Raibasis dirvinis strazdas,Gulltrost,drozdo? pstry,Tordo-dourado,??????? ?????,drozd jarab?,Zorzal Dorado del Himalaya,Tigertrast
Zoothera terrestris,Zoothera terrestris,Bonin Thrush,?????,???,drozd zemní,Bonindrossel,Boninlijster,bonini kirjurästas,peelinrastas,Grive des Bonin,Grive des Bonin,Bonindrossel,bonini földirigó,Tordo delle Bonin,??????????,0,Bonintrost,drozdo? boni?ski,Tordo-de-kittlitz,????????? ???????? ?????,drozd pôdny,Zorzal de Bonin,Bonintrast
Zoothera neilgherriensis,Zoothera neilgherriensis,Nilgiri Thrush,??????,??????,0,Nilgiridrossel,Nilgirigoudlijster,malabari kirjurästas,0,Grive des Nilgiri,Grive des Nilgiri,0,0,0,?????????,0,0,drozdo? tygrysi,0,0,drozd ?kridli?kat?,0,0
Zoothera imbricata,Zoothera imbricata,Sri Lanka Thrush,??????,????????,0,Sri Lanka-gulddrossel,Ceylongoudlijster,ruugek?ht-kirjurästas,0,Grive de Ceylan,Grive de Ceylan,Ceylonerddrossel,0,0,??????????,?rilankinis dirvinis strazdas,Gyllentrost,drozdo? cejlo?ski,0,0,drozd cejlónsky,Zorzal Dorado de Ceilán,0
Zoothera machiki,Zoothera machiki,Fawn-breasted Thrush,????,?????,drozd sv?tleprs?,Tanimbargulddrossel,Tanimbargoudlijster,tanimbari kirjurästas,tanimbarinkirjorastas,Grive à poitrine fauve,Grive à poitrine fauve,Tanimbarerddrossel,tanimbar-szigeteki földirigó,Tordo pettocamoscio,??????????,Rusvakr?tis dirvinis strazdas,Tanimbartrost,drozdo? p?owy,0,????????????? ???????? ?????,drozd okrov?,Zorzal de Tanimbar,Tanimbarguldtrast
Zoothera heinei,Zoothera heinei,Russet-tailed Thrush,????,????,drozd ?upinkoh?bet?,Stillehavsgulddrossel,Papoeagoudlijster,korallimere kirjurästas,papuankirjorastas,Grive de Heine,Grive de Heine,Heineerddrossel,tasmán földirigó,Tordo codarossiccia,????????,Rusvauodegis dirvinis strazdas,Rusthaletrost,drozdo? rdzaworzytny,0,??????????? ???????? ?????,drozd vlnkovan?,Zorzal de Heine,Stillahavstrast
Zoothera lunulata,Zoothera lunulata,Bassian Thrush,????,?????,drozd australsk?,Australsk Gulddrossel,Tasmaanse Goudlijster,austraalia kirjurästas,australiankirjorastas,Grive à lunules,Grive à lunules,Tasmanerddrossel,pápua földirigó,Tordo di Bass,????????????,Tasmaninis dirvinis strazdas,Eukalyptustrost,drozdo? australijski,0,???????????? ???????? ?????,drozd austrálsky,Zorzal Lunado,Australtrast
Zoothera talaseae,Zoothera talaseae,Black-backed Thrush,??????,???????,drozd melanésk?,Sk?lflanket Drossel,Bismarckgoudlijster,melaneesia kirjurästas,melanesiankirjorastas,Grive de Nouvelle-Bretagne,Grive de Nouvelle-Bretagne,Bismarckerddrossel,bismarck-szigeteki földirigó,Tordo di New Britain,???????????,Naujosios Britanijos dirvinis strazdas,T?ketrost,drozdo? melanezyjski,0,?????????????? ???????? ?????,drozd melanézsky,Zorzal de Nueva Bretaña,New Britaintrast
Zoothera margaretae,Zoothera margaretae,White-bellied Thrush,????,????????,drozd ?alomounsk?,Makiradrossel,San-Cristobalgoudlijster,makira kirjurästas,0,Grive des Salomon,Grive des Salomon,San Cristobal-Erddrossel,0,Tordo di San Cristobal,????????????,Sankristobalinis dirvinis strazdas,Makiratrost,drozdo? palmowy,0,????????????? ???????? ?????,drozd ?alamúnsky,Zorzal de San Cristóbal,Makiratrast
Zoothera turipavae,Zoothera turipavae,Guadalcanal Thrush,????,??????,drozd guadalcanalsk?,0,Guadalcanallijster,guadalcanali kirjurästas,0,Grive de Guadalcanal,Grive de Guadalcanal,Guadalcanal-Erddrossel,0,0,??????????,Saliamoninis dirvinis strazdas,0,drozdo? br?zowy,0,0,drozd machov?,Zorzal de Guadalcanal,Guadalkanaltrast
Zoothera monticola,Zoothera monticola,Long-billed Thrush,?????,?????,drozd dlouhozob?,Langn?bbet Drossel,Grote Langsnavellijster,suurnokk-kirjurästas,isonokkarastas,Grive montagnarde,Grive montagnarde,Bergdrossel,galléros rigó,Tordo beccolungo,???????,Kalninis dirvinis strazdas,Langnebbtrost,drozdo? d?ugodzioby,0,?????? ???????? ?????,drozd dlhozob?,Zorzal Piquilargo,L?ngnäbbad trast
Zoothera marginata,Zoothera marginata,Dark-sided Thrush,????,????,drozd tmavobok?,Marginatadrossel,Kleine Langsnavellijster,salenokk-kirjurästas,nokkarastas,Grive à grand bec,Grive à grand bec,Langschnabeldrossel,0,Tordo fianchiscuri,????????,Ilgasnapis dirvinis strazdas,Dunkeltrost,drozdo? himalajski,0,???????????? ???????? ?????,drozd tmavobok?,Zorzal Flanquioscuro,Mörksidig trast
Ixoreus naevius,Ixoreus naevius,Varied Thrush,???,????,drozd pruhok?ídl?,Flammedrossel,Bonte Lijster,laanerästas,amerikankirjorastas,Grive à collier,Grive à collier,Halsbanddrossel,tarka földirigó,Tordo vario,???????,Apykakl?tasis dirvinis strazdas,B?ndtrost,rudodrozd,Tordo-variegado,???????????? ?????,drozd obojkov?,Zorzal Pinto,Sitkatrast
Ridgwayia pinicola,Ridgwayia pinicola,Aztec Thrush,???,??????,drozd aztéck?,Mexicodrossel,Aztekenlijster,asteegi rästas,asteekkirastas,Grive aztèque,Grive aztèque,Aztekendrossel,azték földirigó,Tordo azteco,???????,Meksikinis dirvinis strazdas,Aztektrost,drozdek aztecki,0,???????????? ???????? ?????,drozd aztécky,Zorzal Azteca,Aztektrast
Cataponera turdoides,Cataponera turdoides,Sulawesi Thrush,???,?????,drozd ?ernobrv?,Maskedrossel,Cataponeralijster,0,celebesinrastas,Grive cataponère,Grive cataponère,Schwarzbrauendrossel,feketésbarna rigó,Tordo di Sulawesi,???????,Sulavesinis strazdas,Bandittrost,dro?dziak,0,??????????,drozd obo?nat?,Zorzal Montano de Célebes,Sulawesitrast
Grandala coelicolor,Grandala coelicolor,Grandala,????,????,modrá?ek alpínsk?,Grandala,Grandala,0,purppuratasku,Grandala bleu,Grandala bleu,Grandala,granadala,Grandala,???????,Grandala,Grandala,turnica,0,????????? ?????,grandala modrá,Zorzal Grandala,Grandala
